tier,toDelegate,ens_name,proposal_link,proposal_type,proposal_id,proposal_description,rn
Tier 4,0x054becf10c79afa4e60f75b187837be9fb83867d,coinruay.eth,"<a href=""https://vote.optimism.io/proposals/11595556248137084019024264942104169821784001997050285438055123196153848845549"" target=""_blank"">To Read More</a>",Single-Choice Proposal,11595556248137084019024264942104169821784001997050285438055123196153848845549,"# Season 5 Intent Budgets
The Intents for Season 5 and their budgets proposed by the Grants Council Lead are:

-   Intent #1: Progress Towards Technical Decentralization
    -   Proposed budget: 1.33M OP

-   Intent #2: Grow the Superchain
    -   Proposed budget: 4M OP

-   Intent #3: Improve the Consumer Experience
    -   Proposed budget: 1.33M OP

-   Intent #4: Improve Governance Accessibility
    -   Proposed budget: 1.33M OP

-   Unallocated Budget: 1M reserved for general allocation

Total Intents Budget: up to 9M OP

Any budget that is not allocated under these Intent will be returned to the Governance Fund.

This proposal is eligible for Special Voting Cycle #16b:
<https://gov.optimism.io/t/season-5-intents-budget-proposal/7040>
",1
Tier 4,0x47549016d259fdf677f2076bb61d871c6f07da83,<nil>,"<a href=""https://vote.optimism.io/proposals/64861580915106728278960188313654044018229192803489945934331754023009986585740"" target=""_blank"">To Read More</a>",Single-Choice Proposal,64861580915106728278960188313654044018229192803489945934331754023009986585740,"# Upgrade Proposal #3: Delta Network Upgrade 
This upgrade (“Delta”) contains a single consensus-layer feature, Span Batches.

The code for the Delta upgrade is ready in the following Optimism monorepo hash: 54a7dbf8aa9b982f9c6a54cbbe448be41c0b7bc7 

Test in Prod proposes 00:00:00 Feb 22, 2024, UTC for the Delta hard fork time—1707922800 in Unix Timestamp. 

This proposal is eligible for Voting Cycle #17: 
<https://gov.optimism.io/t/ready-to-vote-upgrade-proposal-3-delta-network-upgrade/7310>",1
Tier 4,0x33f6ee932cea603fafd6854827259be172c91da4,airdropalertdaily.eth,"<a href=""https://vote.optimism.io/proposals/112047914448178129124907599845371359974256142096707624346739203514792263033877"" target=""_blank"">To Read More</a>",Single-Choice Proposal,112047914448178129124907599845371359974256142096707624346739203514792263033877,"# Ratification of Law of Chains
The Law of Chains is an open neutrality framework that establishes certain protections for participants in the Superchain ecosystem. Its purpose is to promote core principles of user protection, decentralization and economic autonomy as foundations for the developing Superchain. The Token House will ratify this foundational governing document.

This proposal is eligible for Special Voting Cycle #16b:
<https://gov.optimism.io/t/ratification-law-of-chains/7049>
",1
Tier 4,0x33f6ee932cea603fafd6854827259be172c91da4,airdropalertdaily.eth,"<a href=""https://vote.optimism.io/proposals/23645858735980247449510302520189443998369792603230659191221949690963680987113"" target=""_blank"">To Read More</a>",Single-Choice Proposal,23645858735980247449510302520189443998369792603230659191221949690963680987113,"# Chain Delegation Program
The Chain Delegation Program would temporarily delegate a portion of idle OP from the Governance Fund to value-aligned OP Chains. If this proposal is approved by the Token House, a total of 10M OP would be reserved for delegation across as many as 10 OP Chains. Delegations will be made throughout Season 5 and 6, as Chains qualify.

This proposal is eligible for Special Voting Cycle #16b: 
<https://gov.optimism.io/t/chain-delegation-program/6896>
",1
Tier 4,0x10850762bac0dc6660630c1effe188a7cbfddc88,optichads.eth,"<a href=""https://vote.optimism.io/proposals/47253113366919812831791422571513347073374828501432502648295761953879525315523"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47253113366919812831791422571513347073374828501432502648295761953879525315523,"# Protocol Upgrade #6: Multi-Chain Prep (MCP) L1
Upgrade proposal: MCP - This protocol upgrade strengthens the security and upgradeability of the Superchain by enabling L1 contracts to be upgraded atomically across multiple chains in a single transaction. This upgrade also extends the SystemConfig to contain the addresses of the contracts in the network, allowing users to discover the system’s contract addresses programmatically.
The upgrade is code complete as of commit [e6ef3a900c42c8722e72c2e2314027f85d12ced5](https://github.com/ethereum-optimism/optimism/commit/e6ef3a900c42c8722e72c2e2314027f85d12ced5) ([release](https://github.com/ethereum-optimism/optimism/releases/tag/op-contracts%2Fv1.3.0-rc.1) and [tag](https://github.com/ethereum-optimism/optimism/tree/op-contracts/v1.3.0-rc.1)) in the Optimism monorepo.

This proposal is eligible for Voting Cycle #19: 
<https://gov.optimism.io/t/upgrade-proposal-6-multi-chain-prep-mcp-l1/7677>

If passed in the Token House, it will proceed to a veto period in the Citizens’ House. 
",1
Tier 4,0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,graph-node-1-cp0x-hosted-by-ryabina.eth,"<a href=""https://vote.optimism.io/proposals/47253113366919812831791422571513347073374828501432502648295761953879525315523"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47253113366919812831791422571513347073374828501432502648295761953879525315523,"# Protocol Upgrade #6: Multi-Chain Prep (MCP) L1
Upgrade proposal: MCP - This protocol upgrade strengthens the security and upgradeability of the Superchain by enabling L1 contracts to be upgraded atomically across multiple chains in a single transaction. This upgrade also extends the SystemConfig to contain the addresses of the contracts in the network, allowing users to discover the system’s contract addresses programmatically.
The upgrade is code complete as of commit [e6ef3a900c42c8722e72c2e2314027f85d12ced5](https://github.com/ethereum-optimism/optimism/commit/e6ef3a900c42c8722e72c2e2314027f85d12ced5) ([release](https://github.com/ethereum-optimism/optimism/releases/tag/op-contracts%2Fv1.3.0-rc.1) and [tag](https://github.com/ethereum-optimism/optimism/tree/op-contracts/v1.3.0-rc.1)) in the Optimism monorepo.

This proposal is eligible for Voting Cycle #19: 
<https://gov.optimism.io/t/upgrade-proposal-6-multi-chain-prep-mcp-l1/7677>

If passed in the Token House, it will proceed to a veto period in the Citizens’ House. 
",1
Tier 4,0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,graph-node-1-cp0x-hosted-by-ryabina.eth,"<a href=""https://vote.optimism.io/proposals/27878184270712708211495755831534918916136653803154031118511283847257927730426"" target=""_blank"">To Read More</a>",Single-Choice Proposal,27878184270712708211495755831534918916136653803154031118511283847257927730426,"Delegate Suspension: Fractal Visions - All Optimism Delegates are bound by the delegate code of conduct (https://gov.optimism.io/t/delegate-code-of-conduct/3943.) Severe code of conduct violations are subject to a three month suspension and are decided via Token House vote. - This Delegate Suspension Proposal is eligible for voting in Voting Cycle #11: https://gov.optimism.io/t/delegate-suspension-fractal-visions/5710 // Note: the approval threshold for this proposal is 51%, or 20424975 OP. The value displayed by the frontend may differ.",1
Tier 4,0xaaebf6990efc1fec482d67c32570b99ec7c2ef35,gov.atxdao.eth,"<a href=""https://vote.optimism.io/proposals/10572947036210533292634221606922807092762967787561796032397523909369599512554"" target=""_blank"">To Read More</a>",Single-Choice Proposal,10572947036210533292634221606922807092762967787561796032397523909369599512554,"# Proposal to Reclassify Grant Misusage Enforcement
The Foundation proposes two changes to eliminate delegate responsibility for grant misusage enforcement. This proposal is based on strong feedback from delegates that they do not wish to vote on enforcement actions and instead transfers this responsibility to the elected Token House Code of Conduct Council. 

This proposal is eligible for Voting Cycle #17: 
<https://gov.optimism.io/t/proposal-to-reclassify-grant-misusage-enforcement/7384>",1
Tier 4,0x33d66941465ac776c38096cb1bc496c673ae7390,donnoh.eth,"<a href=""https://vote.optimism.io/proposals/103695324913424597802389181312722993037601032681914451632412140667432224173014"" target=""_blank"">To Read More</a>",Single-Choice Proposal,103695324913424597802389181312722993037601032681914451632412140667432224173014,# Intent #4 Budget Proposal \n Season 4 lays the groundwork to align the entire community around Collective Intents. Intents are directional goals that allow the Collective to align and focus. Intent #4 is: Governance Accessibility. The Foundation has set this Intent and proposed a budget of 3M OP to support Proposed Missions in Season 4. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/collective-intents/5874#intent-4-governance-accessibility-6](https://gov.optimism.io/t/collective-intents/5874#intent-4-governance-accessibility-6),1
Tier 4,0x2a185c8a3c63d7bfe63ad5d950244ffe9d0a4b60,<nil>,"<a href=""https://vote.optimism.io/proposals/27878184270712708211495755831534918916136653803154031118511283847257927730426"" target=""_blank"">To Read More</a>",Single-Choice Proposal,27878184270712708211495755831534918916136653803154031118511283847257927730426,"Delegate Suspension: Fractal Visions - All Optimism Delegates are bound by the delegate code of conduct (https://gov.optimism.io/t/delegate-code-of-conduct/3943.) Severe code of conduct violations are subject to a three month suspension and are decided via Token House vote. - This Delegate Suspension Proposal is eligible for voting in Voting Cycle #11: https://gov.optimism.io/t/delegate-suspension-fractal-visions/5710 // Note: the approval threshold for this proposal is 51%, or 20424975 OP. The value displayed by the frontend may differ.",1
Tier 3,0x6cea573473348367a5f66e0f261bfa25799e6a60,mjs.eth,"<a href=""https://vote.optimism.io/proposals/11595556248137084019024264942104169821784001997050285438055123196153848845549"" target=""_blank"">To Read More</a>",Single-Choice Proposal,11595556248137084019024264942104169821784001997050285438055123196153848845549,"# Season 5 Intent Budgets
The Intents for Season 5 and their budgets proposed by the Grants Council Lead are:

-   Intent #1: Progress Towards Technical Decentralization
    -   Proposed budget: 1.33M OP

-   Intent #2: Grow the Superchain
    -   Proposed budget: 4M OP

-   Intent #3: Improve the Consumer Experience
    -   Proposed budget: 1.33M OP

-   Intent #4: Improve Governance Accessibility
    -   Proposed budget: 1.33M OP

-   Unallocated Budget: 1M reserved for general allocation

Total Intents Budget: up to 9M OP

Any budget that is not allocated under these Intent will be returned to the Governance Fund.

This proposal is eligible for Special Voting Cycle #16b:
<https://gov.optimism.io/t/season-5-intents-budget-proposal/7040>
",1
Tier 3,0x6cea573473348367a5f66e0f261bfa25799e6a60,mjs.eth,"<a href=""https://vote.optimism.io/proposals/80982553847843251343725022866904947381762263529096361834044805234222094077710"" target=""_blank"">To Read More</a>",Single-Choice Proposal,80982553847843251343725022866904947381762263529096361834044805234222094077710,"# Inflation Adjustment Proposal
Inflation of the OP token is set to 2% per year by default. This inflation parameter can be adjusted by governance. This proposal would reduce inflation in Year 2 to 0%.

This Season 4 proposal is eligible for voting in Special Voting Cycle #12b: [https://gov.optimism.io/t/draft-inflation-adjustment-proposal-to-0/5936](https://gov.optimism.io/t/draft-inflation-adjustment-proposal-to-0/5936).",1
Tier 3,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,franklindao.eth,"<a href=""https://vote.optimism.io/proposals/20327152654308054166942093105443920402082671769027198649343468266910325783863"" target=""_blank"">To Read More</a>",Single-Choice Proposal,20327152654308054166942093105443920402082671769027198649343468266910325783863,"# Upgrade #2: Canyon Protocol Upgrade
This proposal outlines the Optimism Collective’s first network upgrade after Bedrock, titled Canyon. The Canyon upgrade contains the Shapella network upgrade from Ethereum, a change to reduce the volatility of the basefee, and several minor bug fixes. This upgrade maintains EVM equivalence and includes several OP Stack specific improvements.

Canyon is code complete in the optimism monorepo at commit 6cce3728b7bed5e36234aeba3b773e0f97867be3 and op-geth at commit ed8e9f54ed0a5069e77ea34895ff12a9ac4ca17f
If this vote passes, Canyon will activate on op-mainnet, base-mainnet, pgn-mainnet, & zora-mainnet on Thu Jan 11 17:00:01 UTC 2024 (Unix Time 1704992401) barring a critical security issue.

This vote requires a 76% approval threshold. The value displayed by the frontend may differ.

This proposal is eligible for Special Voting Cycle #16c: 
https://gov.optimism.io/t/draft-upgrade-proposal-2-canyon-network-upgrade/7088",1
Tier 3,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,franklindao.eth,"<a href=""https://vote.optimism.io/proposals/47864371633107534187617995773541299064963460661119440983190542488743950169122"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47864371633107534187617995773541299064963460661119440983190542488743950169122,"# Grants Council Operating Budget
The Grants Council plays an important role in the Collective and is assumed to persist unless a Council Dissolution Proposal is passed. 

The Token House must vote on a Council Operating Budget, thereby renewing the Council for another Season and electing the proposal author as Council Lead. Delegates are effectively electing the Council Lead that has authored an approved budget. 

The sole proposed Grants Council Operating Budget is proposed by Lund Ventures (Dane Lund) with a proposed operating budget of 440k OP: <https://gov.optimism.io/t/draft-season-5-grants-council-operating-budget/6941>

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/grants-council-operating-budget-template/6891>
",1
Tier 3,0x8f5415415d9200ccd8523f3ee88f96f476141cc3,<nil>,"<a href=""https://vote.optimism.io/proposals/27439950952007920118525230291344523079212068327713298769307857575418374325849"" target=""_blank"">To Read More</a>",Single-Choice Proposal,27439950952007920118525230291344523079212068327713298769307857575418374325849,"# Security Council: Vote #1
This proposal requires a vote to approve Phase 0's addition of the Security Council as a signer on a 2/2 multisig that controls protocol upgrades for OP Mainnet. This does not require any protocol changes, but as this represents a fundamental change to OP Mainnet's security model, it should be approved by the Token House. This is one of three votes required to fully implement the Security Council as outlined here: <https://gov.optimism.io/t/intro-to-optimisms-security-council/6885>


This vote requires a 76% approval threshold. The value displayed by the frontend may differ.

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/security-council-vote-1-change-to-security-model/6886>
",1
Tier 4,0xbec643bd5b7f5e9190617ca4187ef0455950c51c,itublockchain.eth,"<a href=""https://vote.optimism.io/proposals/20327152654308054166942093105443920402082671769027198649343468266910325783863"" target=""_blank"">To Read More</a>",Single-Choice Proposal,20327152654308054166942093105443920402082671769027198649343468266910325783863,"# Upgrade #2: Canyon Protocol Upgrade
This proposal outlines the Optimism Collective’s first network upgrade after Bedrock, titled Canyon. The Canyon upgrade contains the Shapella network upgrade from Ethereum, a change to reduce the volatility of the basefee, and several minor bug fixes. This upgrade maintains EVM equivalence and includes several OP Stack specific improvements.

Canyon is code complete in the optimism monorepo at commit 6cce3728b7bed5e36234aeba3b773e0f97867be3 and op-geth at commit ed8e9f54ed0a5069e77ea34895ff12a9ac4ca17f
If this vote passes, Canyon will activate on op-mainnet, base-mainnet, pgn-mainnet, & zora-mainnet on Thu Jan 11 17:00:01 UTC 2024 (Unix Time 1704992401) barring a critical security issue.

This vote requires a 76% approval threshold. The value displayed by the frontend may differ.

This proposal is eligible for Special Voting Cycle #16c: 
https://gov.optimism.io/t/draft-upgrade-proposal-2-canyon-network-upgrade/7088",1
Tier 4,0x054becf10c79afa4e60f75b187837be9fb83867d,coinruay.eth,"<a href=""https://vote.optimism.io/proposals/103606400798595803012644966342403441743733355496979747669804254618774477345292"" target=""_blank"">To Read More</a>",<nil>,103606400798595803012644966342403441743733355496979747669804254618774477345292,Test Vote 3: All Together Now -- Come try out the new vote.optimism.io!,1
Tier 4,0x054becf10c79afa4e60f75b187837be9fb83867d,coinruay.eth,"<a href=""https://vote.optimism.io/proposals/28717615714293937494900642239604511349625947114847340322672351149517127794996"" target=""_blank"">To Read More</a>",Multi-Choice Proposal,28717615714293937494900642239604511349625947114847340322672351149517127794996,"# Mission Requests: Intent #3, 1.33M OP
In Season 5, the Token House will approval rank Mission Requests that work towards our Collective Intents. Mission Requests outline specific initiatives aimed at achieving one of the Intents. Once approved, teams will apply to fulfill each Request by submitting a Mission Application. Below are the Mission Requests under Intent #3: Improve the Consumer Experience.

NOTE: YOU WILL NOT BE ABLE TO CHANGE YOUR VOTE ONCE CAST

This vote utilizes approval voting. Mission Requests will be approval ranked based on the number of yes votes. Each Mission Request must receive a minimum number of yes votes, equal to 51% of quorum. Any Mission that does not receive > required number of yes votes will not qualify for a budget allocation. The top ranked Requests, above the minimum number of yes votes, will be accepted until the Intent Budget runs out. If a Mission would push the Intent Budget over the approved amount, it will not be included. Any Intent Budgets left over will be returned to the Governance Fund. For examples, see [How to Vote on Missions Guide](https://gov.optimism.io/t/how-to-vote-on-mission-requests/6203).

As a voter, you should vote yes on all Mission Requests you think should be approved, and you should abstain from voting on Mission Requests you do not think should be approved. You can view some guidelines on factors to consider [here.](https://gov.optimism.io/t/mission-request-evaluations/7553)


--

Mission Requests 

Request 3A: [Advancing Optimism Anonymous Community and Governance Tooling](https://gov.optimism.io/t/draft-advancing-optimism-anonymous-community-and-governance-tooling/7437) 

Request 3B: [An Optimistic Future for Art](https://gov.optimism.io/t/draft-onboard-more-artists-collectors-and-patrons-to-the-superchain/7490) 

Request 3C: [Crowdsourcing useful verifiable data](https://gov.optimism.io/t/draft-crowdsourcing-useful-verifiable-data/7458) 

Request 3D: [Deliver a Best-in-Class Perp Dex Mission Request](https://gov.optimism.io/t/draft-deliver-a-best-in-class-perp-dex-mission-request/7415) 

Request 3E: [Incentivize Projects to Integrate the Farcaster Social Graph](https://gov.optimism.io/t/draft-incentivize-projects-to-integrate-the-farcaster-social-graph/7403) 

Request 3F: [Marketing Support Services mission request](https://gov.optimism.io/t/marketing-support-services-mission-request/7362) 


Request 3G: [Onboarding existing communities/organizations to Optimism, solving real-world problems](https://gov.optimism.io/t/draft-onboarding-existing-communities-organizations-to-optimism-solving-real-world-problems/7433) 

Request 3H: [Onboarding Prominent Content Creators in Strategic Markets to OP and RPGF](https://gov.optimism.io/t/draft-onboarding-prominent-content-creators-in-strategic-markets-to-op-and-rpgf/7440) 


Request 3I: [Onchain Quest & Education Infrastructure](https://gov.optimism.io/t/draft-onchain-quest-education-infrastructure/7314) 

Request 3J: [Optimism Ecosystem Proof of Provenance Infrastructure (EPPI) Mission Request](https://gov.optimism.io/t/ready-to-vote-eppi-mission-request/7152) 

Request 3K: [Scale ENS to Optimism](https://gov.optimism.io/t/draft-scale-ens-to-optimism/7406) 


Request 3L: [Superchain Accounts](https://gov.optimism.io/t/draft-superchain-accounts/7427) 


Request 3M: [Municipal Public Goods Funding Infrastructure on Optimism](https://gov.optimism.io/t/ready-to-vote-municipal-public-goods-funding-infrastructure-on-optimism/7488/1)

",1
Tier 4,0x054becf10c79afa4e60f75b187837be9fb83867d,coinruay.eth,"<a href=""https://vote.optimism.io/proposals/87355419461675705865096288750937924893466943101654806912041265394266455745819"" target=""_blank"">To Read More</a>",Multi-Choice Proposal,87355419461675705865096288750937924893466943101654806912041265394266455745819,"# Grants Council Reviewer Elections: Growth Experiments
Following the approval of the Grants Council Operating Budget, the Token House will elect 5 Reviewers to the Growth Experiments Grants sub-committee.

This vote will utilize approval voting. Voting is set up such that you can place a vote for any number of nominees. In the case of approval/ranked choice votes, delegates may vote for themselves, so long as they also cast votes for the remaining elected positions.

Candidates:

-   [Michael Vander Meiden](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/4)

-   [Nanobro](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/5)

-   [Katie Garcia](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/7)

-   [MoneyManDoug](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/9?u=marcus)

-   [GFX](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/10?u=marcus)

-   [Matt L](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/11?u=marcus)

-   [Brichis](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/14?u=marcus)

-   [Subli_Defi](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/23)

-   [Derbygold.eth](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/24)

-   [Fujiar](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/26)

-   [Divergent](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-5/6900/30)

This proposal is eligible for voting in Special Voting Cycle #16b.
",1
Tier 4,0x47549016d259fdf677f2076bb61d871c6f07da83,<nil>,"<a href=""https://vote.optimism.io/proposals/85591583404433237270543189567126336043697987369929953414380041066767718361144"" target=""_blank"">To Read More</a>",Single-Choice Proposal,85591583404433237270543189567126336043697987369929953414380041066767718361144,"# Ratify Security Council Members
If approved, the below members, appointed by the Optimism Foundation, will serve an initial term on the Optimism Security Council:

Cohort A (12 month initial term)
Kris Kaczor (Phoenix Labs)
Layne Haber (Connext)
Jon Charbonneau (DBA)
Alisha.eth (Glowworm Foundation, former ENS)
Mariano Conti (Independent, former MakerDAO)
Martin Tellechea (The Graph Foundation)
Yoseph Ayele (Borderless Africa)
Cohort B (18 month initial term)
OP Labs PBC
Yoav Weiss (Ethereum Foundation)
Test in Prod
Kain Warwick (Synthetix)
Coinbase Technologies, Inc. (Base)
Elena Nadolinkski (Ironfish)
L2Beat
Alejandro Santander (Independent, former Synthetix)

A Council Lead will be appointed by the Foundation at a later date. 

This proposal is eligible for Special Voting Cycle #16c
https://gov.optimism.io/t/security-council-vote-2-initial-member-ratification/7118",1
Tier 4,0x33f6ee932cea603fafd6854827259be172c91da4,airdropalertdaily.eth,"<a href=""https://vote.optimism.io/proposals/22387138384033903985192420283570655912990907953544385753324581204637906644383"" target=""_blank"">To Read More</a>",Single-Choice Proposal,22387138384033903985192420283570655912990907953544385753324581204637906644383,"# Anticapture Commission
Season 5 introduces an Anticapture Commission, comprised of the highest impact delegates. The Anticapture Commission will have a mandate to represent the interests of individual delegates as a key stakeholder group, and to prevent capture of the Token House by any one stakeholder group. If approved by the Token House, the Anticapture Commission would be delegated 10M OP from the Governance Fund in Season 5 and 6.

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/anticapture-commission/6889>
",1
Tier 4,0x33f6ee932cea603fafd6854827259be172c91da4,airdropalertdaily.eth,"<a href=""https://vote.optimism.io/proposals/98465291872542951214209322719211107762519739238690458061430483715486199997958"" target=""_blank"">To Read More</a>",Multi-Choice Proposal,98465291872542951214209322719211107762519739238690458061430483715486199997958,"# Mission Requests: Intent #1, 1.33M OP
In Season 5, the Token House will approval rank Mission Requests that work towards our Collective Intents. Mission Requests outline specific initiatives aimed at achieving one of the Intents. Once approved, teams will apply to fulfill each Request by submitting a Mission Application. Below are the Mission Requests under Intent #1: Progress towards technical decentralization. 

NOTE: YOU WILL NOT BE ABLE TO CHANGE YOUR VOTE ONCE CAST

This vote utilizes approval voting. Mission Requests will be approval ranked based on the number of yes votes. Each Mission Request must receive a minimum number of yes votes, equal to 51% of quorum. Any Mission that does not receive > required number of yes votes will not qualify for a budget allocation. The top ranked Requests, above the minimum number of yes votes, will be accepted until the Intent Budget runs out. If a Mission would push the Intent Budget over the approved amount, it will not be included. Any Intent Budgets left over will be returned to the Governance Fund. For examples, see [How to Vote on Missions Guide](https://gov.optimism.io/t/how-to-vote-on-mission-requests/6203).

As a voter, you should vote yes on all Mission Requests you think should be approved, and you should abstain from voting on Mission Requests you do not think should be approved. You can view some guidelines on factors to consider [here.](https://gov.optimism.io/t/mission-request-evaluations/7553)

--

Mission Requests:

Request 1A: [Alternative CL/EL client Mission Request](https://gov.optimism.io/t/ready-to-vote-alternative-cl-el-client-mission-request/7363) 

Request 1B: [Decentralized rollup-as-a-service](https://gov.optimism.io/t/ready-to-vote-decentralized-rollup-as-a-service/7467) 

Request 1C: [Fraud Proof CTF Mission Request](https://gov.optimism.io/t/ready-to-vote-fraud-proof-ctf-mission-request/7445)

Request 1D: [Implement a prototype of an OP stack chain with mempool encryption](https://gov.optimism.io/t/ready-to-vote-implement-a-prototype-of-an-op-stack-chain-with-mempool-encryption/7448) 

Request 1E: [OP Stack Research and Implementation](https://gov.optimism.io/t/ready-to-vote-op-stack-research-and-implementation/7397) 

Request 1F: [Open Source OP Stack Developer Tooling](https://gov.optimism.io/t/ready-to-vote-open-source-op-stack-developer-tooling/7417)
",1
Tier 4,0x66946def4ba6153c500d743b7a5febfc1654d6bd,<nil>,<nil>,<nil>,<nil>,<nil>,1
Tier 4,0xca5502084a800fc1b03ca0943cee78a0716d6ae4,<nil>,"<a href=""https://vote.optimism.io/proposals/29831001453379581627736734765818959389842109811221412662144194715522205098015"" target=""_blank"">To Read More</a>",Single-Choice Proposal,29831001453379581627736734765818959389842109811221412662144194715522205098015,"# Treasury Appropriation (Foundation Year 2 Budget Approval)
The Optimism Foundation future OP operating budget is subject to governance approval. The Foundation was allocated a Year 1 budget in the founding documents of the Optimism Collective. It has to date used 5.21% of this Year 1 budget. ****Therefore, the Foundation does not need to request a budget for Year 2, but is symbolically requesting an additional 1 OP for its Year 2 (2023-2024) operating budget.

This Season 4 proposal is eligible for voting in Special Voting Cycle #12b: [https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979](https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979)",1
Tier 4,0xe2fc369430616389bf76864c0a7b524e043e7e4e,27119.eth,"<a href=""https://vote.optimism.io/proposals/80982553847843251343725022866904947381762263529096361834044805234222094077710"" target=""_blank"">To Read More</a>",Single-Choice Proposal,80982553847843251343725022866904947381762263529096361834044805234222094077710,"# Inflation Adjustment Proposal
Inflation of the OP token is set to 2% per year by default. This inflation parameter can be adjusted by governance. This proposal would reduce inflation in Year 2 to 0%.

This Season 4 proposal is eligible for voting in Special Voting Cycle #12b: [https://gov.optimism.io/t/draft-inflation-adjustment-proposal-to-0/5936](https://gov.optimism.io/t/draft-inflation-adjustment-proposal-to-0/5936).",1
Tier 3,0x6cea573473348367a5f66e0f261bfa25799e6a60,mjs.eth,"<a href=""https://vote.optimism.io/proposals/27439950952007920118525230291344523079212068327713298769307857575418374325849"" target=""_blank"">To Read More</a>",Single-Choice Proposal,27439950952007920118525230291344523079212068327713298769307857575418374325849,"# Security Council: Vote #1
This proposal requires a vote to approve Phase 0's addition of the Security Council as a signer on a 2/2 multisig that controls protocol upgrades for OP Mainnet. This does not require any protocol changes, but as this represents a fundamental change to OP Mainnet's security model, it should be approved by the Token House. This is one of three votes required to fully implement the Security Council as outlined here: <https://gov.optimism.io/t/intro-to-optimisms-security-council/6885>


This vote requires a 76% approval threshold. The value displayed by the frontend may differ.

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/security-council-vote-1-change-to-security-model/6886>
",1
Tier 3,0x8f5415415d9200ccd8523f3ee88f96f476141cc3,<nil>,"<a href=""https://vote.optimism.io/proposals/94365805422398770067924881378455503928423439630602149628781926844759467250082"" target=""_blank"">To Read More</a>",Single-Choice Proposal,94365805422398770067924881378455503928423439630602149628781926844759467250082,# Intent #3 Budget Proposal \n Season 4 lays the groundwork to align the entire community around Collective Intents. Intents are directional goals that allow the Collective to align and focus. Intent #3 is: Spread Awareness of the Optimistic Vision. The Foundation has selected this Intent from commnunity suggestions and proposed a budget of 1M OP to support Proposed Missions in Season 4. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/collective-intents/5874#intent-3-spread-awareness-of-the-optimistic-vision-4](https://gov.optimism.io/t/collective-intents/5874#intent-3-spread-awareness-of-the-optimistic-vision-4),1
Tier 4,0x995013b47ef3a2b07b9e60da6d1fff8fa9c53cf4,<nil>,"<a href=""https://vote.optimism.io/proposals/110376471005925230990107796624328147348746431603727026291575353089698990280147"" target=""_blank"">To Read More</a>",Single-Choice Proposal,110376471005925230990107796624328147348746431603727026291575353089698990280147,"# Protocol Upgrade #4
This upgrade, proposed by OP Labs, introduces a new L1 contract, the SuperchainConfig, along with improvements to the existing pause mechanism.The proposed upgrade takes the current incident response mechanism a step further, introducing a Superchain-wide pause mechanism that can enhance protection across multiple fronts, including the L1CrossDomainMessenger and withdrawals for ERC-20 and ERC-721 tokens, which are additional security critical code paths that protect user assets.

If this vote passes, the L1 contracts which support the OP Mainnet network will be upgraded to the versions of those contracts in the optimism repo at commit 856c08b (tagged as release candidate op-contracts/v1.2.0-rc.1).


This proposal is eligible for Voting Cycle #18: 
<https://gov.optimism.io/t/upgrade-Request-4/7534>",1
